Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
Epha6	0	0	0	0	0	0.149657	0.138344	0	0.006844	0.051144	0	0	0.014347	0	0	0	0	0	0	0.09732	0.064329	0.11996	0	0.044568	0	0.041463	0.023134	0.025717
Epha7	1.826034	7.626256	2.326189	3.345994	2.423635	1.667288	1.162872	2.73738	2.103917	1.876196	1.822053	2.396681	3.229057	2.621519	3.780443	1.166128	3.007642	1.606894	1.324689	1.696853	1.918469	1.322265	1.599942	1.847096	1.124855	1.590893	2.839012	2.021297
Epha8	0	0	0	0	0.01431	0	0	0	0.005103	0	0	0	0	0	0	0	0.016811	0.017584	0	0.005703	0	0	0.02542	0	0.023569	0.012295	0.023006	0.005052
Ephb1	1.075348	2.499049	0.771406	1.169276	1.047615	1.002902	0.787058	0.750078	1.228825	0.888202	1.719256	1.047034	1.11708	1.179557	2.183742	0.745821	1.001915	0.556605	1.601556	1.4932	1.113521	0.810395	0.872631	1.233464	0.872566	0.768076	1.353035	0.751898
Ephb2	0.994852	5.404172	0.834522	1.626829	0.361174	0.575165	0.098666	0.184674	0.237346	0.307921	1.20473	0.506005	2.519031	0.709898	2.094599	0.851168	1.780291	0.113272	0.190006	0.27403	0.238335	0.184247	0.469307	0.125401	0.233996	0.263088	0.358818	0.230087
Ephb3	1.835275	4.877503	1.487279	1.55093	2.854676	1.533795	1.621065	2.49608	2.927797	2.848928	2.838249	1.920722	2.562392	2.577321	4.833437	1.923163	1.399325	1.99479	2.464512	2.752874	2.668385	1.928622	1.937706	2.015123	1.812185	1.961413	3.9097	1.460789
Ephb4	16.767768	19.868093	19.008941	20.573596	14.005555	9.49139	15.822769	10.997709	12.945343	12.083638	12.542436	10.873498	9.677978	20.682268	22.675853	15.703979	16.423807	10.25225	13.219186	11.205068	11.302675	9.45859	8.611491	7.543008	7.973144	10.49622	9.366383	6.390386
Ephb6	0.53536	2.573807	1.128829	1.925135	0.710254	0.795818	0.657582	0.148126	0.494668	0.231236	0.708536	0.160169	1.024901	0.445268	1.025083	0.604739	0.96772	0.03958	0.241932	0.464922	0.23968	0.294202	0.513218	0.190911	0.638197	0.552892	0.132259	0.118688
Ephx1	10.773548	31.165753	25.544313	27.600723	14.204895	17.213149	12.776818	13.047316	14.293396	13.163133	13.884436	12.037799	18.348039	26.867978	32.608153	19.700065	26.024188	10.884835	14.272692	13.213165	12.841029	10.976633	9.628797	9.237188	11.801724	16.011206	12.976787	13.257533
Ephx2	17.927907	30.188674	56.636864	43.603958	43.791727	39.982696	31.2202	45.562135	52.39313	45.414511	39.181335	42.383529	38.590006	42.918631	44.034092	48.053389	35.017052	45.843854	55.585517	50.639423	49.617076	41.95093	47.696554	55.831867	31.727057	40.216096	43.321247	47.955394
Ephx3	1.119223	2.214882	0.35709	1.399014	0.545594	1.607876	0.66921	0.601409	0.684003	0.819225	0.383831	0.677457	0.763096	2.324787	3.878056	0.476176	1.417474	0.500325	0.758362	1.08619	0.756334	1.637789	0.522764	0.42777	0.669144	0.930371	0.263233	0.401455
Ephx4	0	0.276107	0.138301	0	0.049789	0.039447	0	0.101633	0.277211	0	0.138755	0.532993	0.079676	0.047148	0.168832	0.185368	0.153985	0.040356	0	0.039329	0.088723	0.467701	0	0.040086	0.135374	0	0.039625	0
Epm2a	3.24087	6.307625	9.058999	7.357228	9.027975	6.440752	8.489115	9.559581	8.638308	7.12126	8.809296	7.128835	7.26771	8.002805	9.181789	8.577628	6.9574	8.221716	11.657609	7.893249	9.165302	6.795059	9.536026	7.819013	6.974149	11.309494	9.552947	8.204175
Epm2aip1	11.424695	16.478732	13.355043	12.075155	8.845295	7.121276	9.178233	9.092877	9.672176	8.98456	8.90268	9.256688	7.897152	11.684626	14.121177	11.158316	12.47442	9.009004	10.050358	8.497947	8.231981	9.526568	9.294056	8.622751	6.841128	8.090824	8.282748	8.176301
Epn1	37.695557	31.86833	39.951795	42.849472	31.576355	22.020413	36.831477	33.654059	34.226708	27.835822	31.594554	24.160474	24.652703	43.61948	41.012019	35.44917	38.56779	28.036735	34.937947	31.857367	32.136205	27.767379	28.042315	24.883467	24.964487	31.096299	26.255141	22.217339
Epn2	14.627377	23.77995	13.820006	17.580293	12.131613	11.860321	12.341686	9.669055	11.920031	15.02065	11.829938	13.605689	14.402001	12.445093	22.177001	13.220281	18.826775	10.63081	9.287573	10.612132	13.135667	9.238405	8.981875	12.489152	10.145052	11.037655	12.227464	8.505411
Epn3	6.200662	2.98666	6.926259	2.735426	4.543904	1.45188	5.669821	2.317118	5.331563	5.953066	4.339705	6.706114	2.456268	4.743888	2.582208	8.606495	3.214481	3.133732	4.822862	1.868875	5.090843	2.821025	3.976611	2.856739	3.513249	2.92763	3.158078	2.416653
Epo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epor	0.129861	0.616888	0.415592	0.466211	0.193999	0.171081	0.171238	0.416019	0.509752	0.513188	0.252002	0.16645	0.413362	0.31489	0.524981	0.842737	0.431962	0.201201	0.679655	0.596151	0.440771	0.420827	0.367624	0.328953	0.180538	0.332733	0.253651	0.403123
Eppin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060866	0	0	0	0	0	0	0.305105	0	0	0	0.053482	0
Eprs	38.067803	36.625406	29.30396	27.153058	21.335198	17.188963	24.237608	21.000753	20.819844	22.144588	22.861976	18.720316	20.685154	28.693345	33.206444	39.314761	35.120742	18.016703	25.135327	22.363476	20.380756	16.528498	19.820693	18.348968	16.260467	18.171021	20.112366	16.034249
Eps15	39.238633	54.078666	31.198136	48.475254	24.012428	21.517453	20.656144	19.847533	20.381714	24.381223	23.002702	18.12333	24.900557	32.377549	46.150956	33.857716	61.640789	15.173703	27.125453	23.125123	18.637992	17.230752	14.855343	20.772106	14.275893	16.53477	15.499193	15.335287
Eps15l1	4.62228	5.464535	6.943395	7.193061	4.236151	3.780233	6.37847	4.857422	6.229252	5.517293	6.378142	4.021189	4.895318	4.909195	5.209	7.780608	5.740756	4.749723	5.056281	3.782154	6.739485	4.343008	7.277007	4.412569	4.254843	4.469232	5.190445	3.407088
Eps8	24.90203	17.566462	10.258005	14.62934	7.528384	6.130558	8.193158	3.667537	4.505448	5.010426	4.872547	5.070467	8.082183	9.658498	13.222578	8.041742	18.324612	2.838633	4.218322	7.094135	4.629286	3.172844	3.99646	7.052333	4.276802	5.026271	4.674104	2.576814
Eps8l1	0.832772	1.356702	0.90939	0.643175	0.519562	1.24373	1.242112	0.430813	0.607327	1.103444	1.579103	3.244655	3.445771	5.075884	5.541177	1.020675	1.00244	5.884609	2.529424	0.97721	5.20878	2.797746	0.90143	1.177556	0.186853	0.356855	2.366064	0.592015
Eps8l2	1.748303	1.612639	0.635816	0.524303	1.920544	1.445543	0.252236	1.082939	1.504294	0.887672	1.227866	1.02675	0.719667	1.590085	1.423012	1.673172	1.236284	0.682176	1.105718	1.247487	1.095073	0.817031	0.537054	0.506758	0.538608	1.232362	0.927629	0.429587
Eps8l3	0	0	0	0.018046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epsti1	6.169689	9.478883	0.950218	2.016104	2.988618	3.133527	1.722541	0.333414	2.449247	3.616669	1.89343	1.706598	3.68869	3.982648	6.363037	3.684517	4.451672	0.601823	2.258133	2.06158	0.664363	0.842637	1.165901	0.544218	1.10869	1.518284	0.816413	0.885557
Ept1	18.160802	11.692311	6.630882	7.629427	9.520285	8.057085	7.10195	8.418743	8.790826	10.060654	8.462729	7.70582	9.050056	9.08321	10.325056	10.253768	9.735376	6.065868	8.696671	7.372099	7.265067	5.59813	6.723089	5.247081	6.608335	7.77276	6.425104	6.579223
Epx	0	0	0	0.015956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epyc	0.183548	0.541549	0.304699	2.007659	0.161134	0.23981	0	0	0	0.022682	0.031793	0.062574	1.234895	0.259441	0.617327	0.086391	0.836764	0.051693	0.072021	0.121606	0	0	0	0	0	0.107022	0	0
Eqtn	0.044138	0.168557	0.075302	0.513468	0	0	0	0.203344	0.027664	0.063175	0.083272	0.335052	0	0	0	0.038614	0.185083	0	0.166044	0.096767	0	0.227138	0	0	0	0.110351	0.128548	0.05312
Eral1	5.433381	4.393495	5.407338	5.098277	5.153545	5.222992	5.406246	6.966625	6.176868	4.958075	5.146142	4.620333	5.168806	4.787669	4.814246	4.512356	5.661947	6.865304	6.774628	6.166245	5.063461	4.588028	5.735396	5.870857	4.242316	6.451151	5.814208	6.861673
Erap1	11.535214	12.008154	6.522118	7.063623	8.626351	7.428129	5.821121	7.460079	9.49937	9.037074	7.797474	10.414511	10.007335	9.021373	9.637939	6.966516	8.215444	6.208169	8.63579	7.940316	7.576742	6.907832	6.812638	5.308937	5.430059	7.231231	7.722633	6.291713
Eras	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb2	3.326534	4.395423	1.800149	2.516305	2.322151	1.437362	1.993229	1.437071	1.827586	2.105406	1.799822	2.249626	1.718075	2.633186	4.077358	2.186098	2.825131	1.314551	1.697736	1.664932	1.955043	2.092587	1.161433	2.056084	1.291386	1.470795	2.007466	1.158708
Erbb2ip	37.719346	49.455873	35.236895	37.156972	24.041065	16.429186	26.219551	19.341326	22.656179	23.63274	23.061418	19.679126	21.109379	35.637296	42.643691	39.646937	49.108941	17.045921	25.37934	23.161356	20.120185	17.63734	17.977369	17.733638	14.657788	18.138082	18.47396	12.780888
Erbb3	2.047873	2.134844	1.638761	2.033068	1.83471	1.40994	1.520765	1.885984	2.625689	2.52067	1.971237	1.663973	1.484787	1.958372	2.948464	1.910135	1.574504	2.390683	2.71762	2.337352	2.352588	2.132591	1.890938	1.920089	1.622483	2.079259	2.083113	1.78909
Erbb4	3.076567	3.218229	3.896308	4.632734	3.135245	2.187982	2.658855	4.091232	3.427677	3.745866	3.247861	3.525326	2.811285	2.95611	4.163369	3.64309	2.642344	5.731104	3.428905	3.232264	3.709564	4.160454	3.699708	3.882793	3.030607	4.85159	3.577481	5.312433
Erc1	9.711123	9.707619	9.279407	9.034767	12.044784	8.360502	6.236079	17.201349	12.821737	10.184601	12.54118	10.469395	8.881056	8.358422	9.857853	8.469414	8.471532	14.62239	13.683372	12.930291	11.538862	11.372781	12.027554	12.212749	10.16663	12.057573	12.673542	10.906606
Erc2	0.478899	0.094778	0.088529	0.442913	0.034403	0	0.231118	0.219752	0.0655	0.109059	0.191228	0	0.160803	0.11825	0.07483	0.210893	0.184646	0	0.18977	0.156666	0.062215	0.07868	0.080141	0.096875	0	0.099135	0.095873	0.107786
Ercc1	13.227162	11.474593	13.238409	12.322208	6.398204	8.314908	4.396461	5.365951	7.558907	6.702796	5.361345	6.944481	4.516514	7.05222	8.674469	15.540976	11.633046	7.731637	6.7375	7.092947	8.40873	6.898836	5.385739	5.437163	6.501614	6.758082	5.714356	7.293
Ercc2	4.85805	5.175463	2.082814	3.314612	2.479684	2.194023	2.640143	3.631628	3.407665	4.692304	2.680215	4.65051	2.62249	3.117716	3.431363	5.310793	3.704729	1.706317	3.417828	2.627236	2.284076	4.26792	2.123061	3.133994	2.248275	2.332749	2.542223	2.61585
Ercc3	9.177705	5.829356	5.59852	5.972472	4.759545	4.629312	4.764211	4.901189	5.01902	5.129867	4.650369	4.270068	4.596685	6.283561	6.889989	5.238185	5.606116	3.653253	5.730791	4.952127	4.135607	3.879683	5.212272	3.39891	3.081444	4.314625	4.62705	4.199661
Ercc4	5.678786	5.540134	4.628319	5.980659	3.820563	3.832945	3.182513	2.461082	3.943897	3.783353	3.307705	3.790885	3.462424	4.645441	7.480552	6.325164	6.244108	2.598542	3.402306	3.616405	3.083821	4.070996	3.243871	2.507463	2.94845	3.377155	2.956106	3.185081
Ercc5	5.834882	10.212116	10.048647	9.525032	4.975517	3.599302	5.951039	6.695101	4.881529	6.982224	4.123315	5.770454	6.553932	6.311988	8.181377	9.967526	14.110922	5.634023	5.417507	4.257639	6.182048	5.626202	4.146573	4.819698	5.527834	4.51523	5.818767	4.517164
Ercc6	2.179998	2.162411	1.055052	1.475291	1.039921	1.195618	0.855708	1.029347	1.447963	1.413402	1.35633	1.027514	0.969985	1.565731	2.172051	1.109147	0.851003	1.048882	1.005484	1.29874	1.038859	1.113349	0.95821	0.987896	1.029858	1.237735	1.107081	0.907038
Ercc6l	1.419151	0.446307	0.146296	0.11635	0.1504	0.252647	0.096439	0.126806	0.269163	0.287371	0.189178	0.246661	0.212185	0.265926	0.265428	0.210841	0.554737	0.157757	0.241631	0.180559	0.125353	0.233186	0.150905	0.101351	0.14736	0.218523	0.074088	0.075816
Ercc6l2	10.111832	12.450064	4.528526	8.055258	7.641817	5.375978	4.861074	5.523957	7.369172	6.054977	6.180086	4.313187	5.906767	5.203492	10.18223	4.805071	7.660551	8.235618	7.548938	5.827345	6.79849	2.913378	5.011015	4.891323	4.007116	5.934528	4.246182	4.539962
Ercc8	2.948904	2.998531	1.364184	1.797017	1.753096	1.214111	1.377541	1.793413	1.351576	1.79629	1.61807	1.913602	1.837259	2.626425	2.573327	1.94316	2.280428	1.59166	1.156611	1.432988	1.685522	3.505847	1.075258	1.696623	1.071587	1.028413	1.57762	1.53243
Erdr1	0.061897	0	2.082597	1.709964	1.305673	3.095347	1.392392	4.480965	2.292188	3.429891	4.516198	0	0	1.899917	2.15834	4.154409	5.753921	2.18404	2.159229	1.462931	4.218282	4.332264	2.392255	3.492372	10.260457	6.384541	8.152355	6.379086
Ereg	3.781283	1.200882	0.758977	1.435412	0.412604	0.282643	0.42493	0.039744	0.127705	0.4191	0.294124	0.237582	0.45038	1.162414	1.86792	1.208295	2.591092	0.010601	0.12851	0.176493	0.007963	0.02335	0.011502	0.019887	0.010337	0.08722	0.020859	0
Erf	14.268606	15.981961	7.340962	10.597802	4.15122	2.743176	5.179472	3.967954	7.346194	7.19728	6.1441	3.714538	3.284935	9.234706	11.049827	8.860489	10.073114	3.127045	5.71446	5.332463	4.002178	4.521178	2.96029	4.51869	3.955457	5.220402	4.761358	2.643428
Erg	7.408494	8.541341	6.620343	10.038192	7.508858	4.284233	5.251712	5.753309	5.203465	4.695502	6.854508	5.730261	4.626468	8.585057	5.586198	6.571243	7.213777	6.024799	7.493344	6.427131	6.59727	6.467247	5.441994	5.185876	5.624505	6.347665	6.15497	3.305368
Ergic1	30.424395	28.881302	13.446013	14.84003	16.188318	13.043113	11.061244	12.155478	14.242006	16.954671	18.775837	14.691761	15.023135	18.23586	18.83924	17.031671	16.416598	10.603148	11.83598	15.13801	13.925397	11.260066	8.355084	7.686604	9.967831	12.776774	11.171825	7.498302
Ergic2	32.623569	32.006476	18.405111	30.826446	17.817417	17.153915	16.889524	19.955011	17.756066	18.833063	17.96972	19.856984	25.047789	23.710188	27.82915	25.003133	23.435981	14.936079	19.755413	18.642812	17.703101	15.959712	16.957273	17.4618	24.410104	14.58416	16.693374	13.766911
Ergic3	24.179483	35.295176	18.077393	29.184556	15.724464	21.470743	11.587245	15.970319	19.675331	18.632832	19.859724	14.876219	25.834465	22.722012	28.981952	20.391159	44.145567	10.856287	19.677052	14.681153	13.965061	12.597434	14.135469	10.623407	13.551557	15.374674	14.223684	14.929568
Erh	29.547516	22.784491	16.533398	12.549625	7.433907	11.666712	10.269162	11.194664	9.739926	11.320944	11.636108	11.938838	9.976791	13.506035	12.570284	13.429722	16.741462	7.950863	10.737955	5.911563	10.434466	6.683452	8.697603	7.906204	7.665279	6.358814	8.589396	12.881836
Eri1	7.510467	5.340558	2.276296	2.294678	2.338607	2.085926	1.596844	2.05814	3.315982	3.631682	3.636877	2.444522	2.431665	2.97008	3.697112	2.370676	4.010523	1.969986	2.760046	2.532695	2.182973	1.895812	2.091452	1.835016	1.898401	2.548913	2.55846	1.597965
Eri2	3.581994	2.53394	1.289714	1.569666	1.762315	0.459364	1.846297	1.311109	1.388561	1.406194	0.936135	1.668026	1.183172	1.128151	3.018441	0.60853	2.104574	0.976224	1.356493	1.360684	0.969776	1.807126	0.925265	0.889013	0.852494	0.759422	1.257051	0.977733
Eri3	22.417665	28.904215	18.815415	23.438495	16.286712	16.070478	15.425788	15.329351	16.851724	19.698577	16.87916	17.230984	19.021363	21.975729	26.455809	22.636194	26.383141	15.516446	19.259799	16.587329	15.794093	13.55497	14.740733	16.203221	14.591544	15.255284	16.739144	14.872765
Erich1	2.168578	1.654309	2.250066	2.54617	1.705379	1.350913	1.492092	2.141892	2.103261	2.59908	2.405304	2.340294	2.307438	1.998693	2.40411	2.123902	2.03279	1.251383	1.924799	1.885386	1.443337	1.16403	2.071824	1.712623	1.542025	1.795824	1.694598	0.951765
Erich2	0.291226	0.053433	0.018309	0	0.023071	0	0	0	0	0.035081	0.107221	0	0.034862	0	0.046581	0	0.568253	0	0	0	0.012718	0	0	0.018007	0.073632	0	0	0.177477
Erich2os	0	0.08282	0	0	0	0	0	0	0.257307	0	0	0	0	0	0	0	0.074281	0	0	0	0	0.116849	0	0	0	0	0	0
Erich4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erich5	0.03192	0.038961	0	0	0	0.011354	0	0	0	0	0.015599	0	0.022878	0.055922	0	0.041559	0	0	0	0.01209	0	0	0.026469	0	0	0.040166	0.012303	0
Erich6	0	0.048143	0.152004	0.124936	0.152871	0.014232	0.021537	0.061364	0.08263	0.085838	0.096258	0	0.028241	0.279593	0.042216	0.122209	0.382775	0.128547	0.044561	0.045609	0.046734	0.125285	0.084218	0.060802	0.045585	0.083084	0.076941	0
Erlec1	25.099631	28.447005	26.223273	32.821387	18.541762	15.222459	22.955556	18.487338	22.72789	24.236642	21.761475	17.067124	18.238537	26.278931	32.116948	28.838136	33.017131	19.380373	22.117902	18.057483	19.006734	16.281306	18.183633	18.931149	16.622447	18.218102	20.302596	17.031766
Erlin1	8.720711	6.405006	1.584613	2.626812	2.492658	2.445775	3.719613	2.408938	2.876142	3.141174	4.31097	2.230424	2.974767	3.921631	4.622857	2.373712	4.655389	2.765144	3.183363	2.293832	2.289609	3.900109	2.863154	2.335717	2.231391	3.071946	2.775562	3.244428
Erlin2	10.697683	9.322317	4.178373	4.667412	5.611397	4.328049	3.470038	5.363188	5.926762	5.276807	4.926985	4.295878	4.421524	6.722408	7.838258	5.131744	6.639954	3.782551	5.436595	4.543173	4.910264	4.178557	4.88977	3.943919	3.562381	4.039006	4.465432	3.238924
Ermap	0.128226	0.061708	0.274913	0.14997	0.00838	0.202516	0.046297	0.109584	0.011822	0.055687	0.109708	0.032287	0.037115	0.130653	0.080925	0.091881	0.548504	0.034127	0.133713	0.092715	0.045791	0.097723	0.232605	0.025718	0.019589	0.108134	0.040069	0
Ermard	1.703973	0.473795	2.079767	1.845998	1.259566	1.36631	0.960565	0.47599	1.073508	1.967106	1.005977	1.385474	2.44134	3.00412	1.560188	2.693511	2.952497	1.031591	1.703504	1.46201	1.813545	0.369602	0.508067	0.737877	0.782547	1.523132	1.624832	0.298673
Ermn	0.04046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01059	0	0
Ermp1	10.228286	8.88371	5.177819	8.223388	7.382869	4.825131	4.768121	5.594767	4.616418	5.205691	5.953079	5.313338	5.477391	6.892399	9.859715	8.331415	9.949521	4.736016	5.087156	5.992337	5.767343	4.135043	5.616315	3.504175	5.208015	5.724157	4.642766	4.214158
Ern1	11.586532	13.784963	5.314412	6.370943	4.415954	4.388642	4.967925	4.113387	4.336429	6.03114	3.722755	4.826605	5.771476	7.707771	8.714663	6.892914	9.020181	5.037492	5.139526	5.299932	4.305501	4.540461	4.004394	4.818045	4.646297	4.819913	3.814368	3.540857
Ern2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ero1l	11.62896	10.746042	6.191287	6.546986	6.273523	4.787905	5.76543	5.890572	6.104244	7.163275	6.125634	5.246157	5.700284	9.646565	10.718687	6.130906	7.532722	5.09224	6.176078	5.742584	4.772082	5.464966	4.435573	4.46496	4.552557	4.697007	4.668842	4.475243
Ero1lb	3.788822	2.885457	1.095509	1.123191	1.55915	1.08538	0.891916	1.076823	1.591399	1.601823	1.34737	1.369521	0.833773	1.973887	2.277387	1.269888	2.339468	0.595796	0.805963	0.995071	0.815661	0.977403	0.868305	0.721176	0.855938	1.232064	0.766447	0.888809
Erp27	0.305584	0.424231	0.082172	0.107746	0.071541	0.05163	0.158057	0.07356	0.174041	0.103632	0.235732	0.268169	0.141233	0.064813	0	0.084594	0.128153	0.03823	0.215038	0	0.153868	0.103446	0.216682	0	0.054785	0.039622	0.110809	0.139054
Erp29	42.429873	27.748893	15.11524	18.029102	13.934745	13.345585	10.848795	10.347435	12.936524	12.910852	13.170352	13.666903	17.207343	16.258355	18.634589	14.6311	23.877807	7.939269	11.25115	11.798185	12.691175	7.577216	11.371982	9.168711	10.250666	12.506868	10.573151	10.675285
Erp44	23.674976	16.380268	11.221729	12.2218	12.248916	9.934789	7.596491	10.960636	11.555351	11.584621	13.404548	10.746855	12.694655	12.675748	17.063916	11.517708	15.410514	10.655007	12.795093	10.750213	9.169851	9.502087	10.456396	8.982014	8.002015	10.380352	8.454738	8.714167
Errfi1	58.997904	125.187225	63.606213	86.664008	13.811118	12.919133	11.831065	7.977664	10.492504	13.057372	16.431088	9.086427	13.889506	15.529204	20.334238	70.287421	120.038554	6.388148	21.086564	11.933551	8.350633	5.892853	7.436931	8.27821	6.922776	10.303437	5.878595	4.454787
Erv3	0	0.034114	0.036311	0	0	0.029741	0	0	0	0	0	0	0.020015	0.025054	0	0.012612	0.015127	0	0	0.010522	0.016745	0.024623	0	0.031586	0.011224	0.011636	0.021684	0
Esam	38.348828	31.879876	43.476424	37.433446	17.488204	14.659367	16.236763	17.007265	23.341035	20.555798	23.185226	18.189321	18.134264	23.957608	25.703093	38.684136	39.810277	13.748495	23.426711	21.419475	18.001849	22.324515	14.848641	15.835079	14.359384	14.204908	17.679548	16.198491
Esco1	7.373942	7.586122	5.396662	5.804235	4.841912	3.087278	4.674244	4.906713	5.408466	5.747947	5.174938	4.944851	4.507109	5.67373	7.413491	5.991952	6.126499	4.843144	5.110873	5.349814	4.355107	4.46974	4.59241	4.141858	3.854295	3.824065	4.448019	3.642478
Esco2	2.821023	0.249995	0.161262	0.11418	0.48206	0.382278	0.039788	0.164987	0.533034	0.856213	0.717895	0.566233	0.777863	0.452275	0.43681	0.673046	2.462829	0.070584	0.453559	0.466925	0.176976	0.297509	0.015274	0.106617	0.268215	0.176494	0.22114	0.09463
Esd	124.669865	58.056288	46.534749	53.031547	37.54642	38.299844	40.172441	34.254419	36.451407	52.349909	31.888497	37.460353	45.670193	54.757185	60.720822	58.471268	57.228189	26.099843	32.175984	32.822627	30.99795	29.767016	31.547327	27.244432	31.305691	29.436887	28.153225	33.898262
Esf1	7.860732	5.745901	6.087024	6.093283	5.714315	3.900029	4.200119	3.614634	3.89446	3.336794	4.183541	3.795142	4.543957	5.303465	7.835489	5.355443	6.602212	4.356238	4.56637	3.821859	3.303937	3.704338	3.23191	3.897253	2.974543	4.376672	3.918448	2.760503
Esm1	0.735196	1.587526	0.024081	0.172892	0.831006	0.86641	0.403078	0.319808	0.348603	0.556444	1.311298	1.068039	0.654189	0.497956	0.861568	0.123304	0.210815	0.614879	0.81895	0.360148	0.626346	0.425376	0.264382	0.085011	0.667471	0.301986	0.240254	0.125555
Esp15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp36	0	0	0	0	0	0.15173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057317	0	0	0	0	0	0	0	0	0	0
Esp8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Espl1	1.86099	0.803382	0	0.240207	0	0.359615	0	0	0.16337	0.550646	0.212911	0	0.20575	0	0	0	0.701016	0	0.350326	0.279376	0	0	0	0	0	0	0	0
Espn	0.417246	2.440083	1.45252	1.369049	1.393755	1.272897	0.839541	1.166909	1.75906	1.515586	0.849643	0.617478	0.871143	1.494225	1.660078	0.865919	0.991742	1.280042	1.539424	1.388293	0.949352	0.884408	0.766513	1.006783	1.1486	1.057693	1.430047	0.859157
Espnl	0.014227	0.110981	0.023375	0.044838	0.038859	0.01033	0.014509	0.013614	0.004757	0.070163	0.06235	0.013007	0.005224	0	0	0.073935	0.015898	0.021049	0.04563	0.058233	0.036349	0.037339	0.011824	0.021215	0.016597	0.011446	0.010705	0.014048
Esr1	1.144943	2.932756	1.52334	1.609875	0.950524	0.672248	0.602409	0.280915	1.523374	1.736265	1.077009	2.32947	1.236377	1.242601	3.057826	1.688253	2.655489	0.406084	1.449219	0.758887	0.443536	0.314698	0.339861	0.513908	0.765199	1.672453	0.490954	0.352615
Esr2	0	0.01679	0.097178	0	0	0	0	0	0	0.030214	0	0	0.020183	0.025137	0.015039	0.03571	0	0.011142	0	0.010413	0	0	0	0	0.010563	0	0	0
Esrp1	0.011884	0	0.018051	0.012549	0.022605	0	0	0	0	0.016556	0	0	0	0	0	0	0	0.010087	0	0.00863	0	0	0	0	0	0	0	0
Esrp2	1.283247	0.230047	0.378509	0.243236	0.64871	0.536946	0.310006	0.204492	0.321457	0.97089	0.325657	0.347994	0.600255	0.367548	0.29015	0.873113	0.500061	1.490873	0.471239	0.988508	0.480536	0.574643	0.536828	0.480387	0.509364	0.325641	0.486778	0.13899
Esrra	25.877389	24.764604	27.08124	28.140266	25.716496	15.436892	27.250509	30.566074	35.664116	35.707471	21.918908	27.904279	20.205045	27.165706	38.745043	28.881974	26.540184	34.930131	33.93188	27.818158	31.362023	35.550343	30.547493	27.115925	21.673152	27.763006	27.040719	20.987133
Esrrb	3.063895	4.128158	7.207036	6.759428	5.955913	4.019503	6.396937	6.382415	5.915164	4.956286	5.693524	5.840088	4.067186	5.764038	6.181125	6.130572	4.908751	5.479377	6.82735	4.46451	5.985202	4.532103	5.397939	4.530687	4.720473	5.048	5.429992	4.088268
