Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
AF067061	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	752.58	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365	755.7941365
AF067063	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35	574.35
AF251705	1105.195074	1045.171685	1049.427	943.8448082	1118.741676	1018.278547	1213.809	1094.497218	1136.34545	1044.126209	1127.743	1061.496842	1047.929866	1104.833105	1115.236701	1091.690998	1050.365723	1067.473	1189.653153	1087.191794	1101.973838	1083.698977	1039.742733	1134.739	965.0384699	1095.791394	1131.525491	1122.782
AF357341	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475	8.475
AF357355	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975	7.975
AF357399	19.2128628	21	20	19.2128628	20	19	19.2128628	19.2128628	19.2128628	19	24	19	21	19	19	18	19.2128628	19	19	19	21	19	19	19.2128628	19	20	19	20
AF357428	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8	7.8
AF366264	3118.925	3135.503282	3118.436	3135.503282	3182.446	3154.756	3127.894	3135.503282	3069.501	3135.503282	3135.503282	3183.635	3170.439	3135.503282	3098.883	3118.853	3135.503282	3171.941	3135.503282	3135.503282	3135.503282	3135.503282	3184.214	3178.641	3135.503282	3135.503282	3183.995	3075.838
AF529169	7167.688	7071.629	7024.283	7011.653	7056.974	6626.389902	7057.416	4079.686527	6626.389902	7128.683	6626.389902	7153.784	3561.921	7030.698	7084.179	7094.641	7051.53	6626.389902	6626.389902	7253.989	6626.389902	7252.268	6626.389902	6626.389902	6626.389902	7141.505	7129.748	7092.381
Afap1	6459.280249	6406.280729	6343.949848	6377.90141	6601.092829	6457.460033	6415.7285	6408.498498	6386.204809	6462.617763	6286.737265	6405.73855	6234.720069	6333.044557	6261.281095	6496.01471	6479.479684	6262.312478	6587.009132	6396.341174	6247.907135	6247.835599	6708.02054	6483.177406	6288.073495	6321.668276	6755.641801	6284.810012
Afap1l1	4217.071993	3887.628197	4185.732856	4094.204698	4266.864516	4080.351499	4276.83039	4087.260438	4123.553975	4157.406669	4205.307255	4266.281765	4120.724517	4171.214828	4090.381297	4177.671249	3971.36519	4220.331077	4134.642042	4165.091227	4228.951619	4187.375643	4247.987141	4178.141287	4151.248141	4183.562212	4209.732871	3983.889896
Afap1l2	2672.878562	3212.448937	4525.390943	2571.384767	3871.024518	3275.761453	4227.364054	4587.489	3767.832736	2286.686182	3769.726136	2973.812717	2499.641086	4017.22618	3346.827511	3150.121855	3818.19687	3562.490333	3542.587227	3980.410184	3451.174952	3728.721814	3565.499908	4202.687892	3397.248264	3227.520154	3365.582337	3216.015129
Aff1	6161.709194	5774.869748	6232.307715	6310.117613	6893.065536	5742.730295	7185.766932	6667.022314	6388.246878	6632.498244	6903.10142	6220.969714	6613.044544	6774.568247	6594.962796	6716.83027	6112.197272	6472.786215	6424.025606	6051.340246	6925.258282	6666.938761	7353.590374	7084.130081	7370.157422	6622.151781	6917.459447	6677.986732
Aff2	3468.037226	4423.228096	4213.424803	4594.820207	3897.934191	2632.115838	3829.837153	3171.79501	3180.146538	3689.107182	4066.91117	4601.262787	3670.568151	3941.255438	3538.851723	4121.094906	4057.525311	4521.050223	2392.939667	3391.017421	4248.082528	3902.620602	3748.84508	4037.452946	2445.039055	3126.930182	2479.834766	3113.021404
Aff3	6354.176362	5045.334323	5655.761878	6658.159	6753.853	6617.956	3805.215143	6805.81	6655.096648	6752.243313	6730.166	6807.85	5333.205702	5447.165025	6580.92499	6751.625	6505.690283	6719.418	4399.931674	6762.908338	5211.894118	6686.487	6782.123	6726.049	6635.822	5118.471031	4499.558675	6476.432
Aff4	4319.437609	5082.529937	5057.003895	5517.531836	7156.109585	4878.626104	5368.880341	6314.984378	6499.435978	6567.974199	5811.586206	5706.163435	5671.194399	5321.275222	6264.068646	5363.279635	4641.5373	5544.004054	5826.726634	4607.817977	6428.859019	4923.581847	5849.167233	4624.269461	5477.584592	6699.213837	6390.047397	5774.657573
Afg3l1	4117.154336	3366.506711	3732.782266	4186.365117	4216.637105	3265.538971	4791.618243	3867.656947	4221.962782	4045.280705	3420.366703	4274.00502	4320.210999	4040.640256	3293.194798	3857.262821	4053.943155	4530.636634	3332.971975	3612.699761	4680.227153	4264.339879	4735.55067	4340.704763	4389.217397	4101.780196	4486.693135	3898.403775
Afg3l2	3465.586	3346.288	3420.27	3341.675	3520.882	3350.879	3511.323	3369.95	3413.292	3447.998	3516.442	3494.116	3388.067	3440.037	3388.4	3435.089	3272.822	3505.313	3437.601	3452.274	3485.618	3462.723	3494.893	3474.704	3433.577	3447.258	3490.635	3311.338
Afm	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2152.621	2005.508186	2005.508186	1987.115	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	2005.508186	1954.811
Afmid	1115.101484	1916.345942	1901.622274	2068.461853	2140.829129	2536.705028	1915.883611	2428.961549	1850.191486	1763.025162	2168.678407	1617.567304	2312.922585	2443.670451	1677.079554	2323.506548	1772.838584	2272.56131	2406.290386	2457.825106	2056.993307	1711.067371	1954.741384	2292.586161	2356.38802	1981.46045	2162.923848	2031.942473
Afp	2025.032	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	2039.627	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	2016.999	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443	1989.503443
Aftph	2141.608764	2206.492064	1982.165792	2198.744153	3007.618965	1793.840279	2383.648211	2442.891695	2427.791842	2606.656495	2417.248061	2810.02842	2449.701382	2338.393175	2827.769873	2228.388136	2054.405275	2746.580886	2734.068328	2719.925564	2408.539812	2296.935844	2427.511145	2079.511777	3074.682238	2577.977073	2548.583751	2673.969589
Aga	989.291	933.358	976.644	857.617	1044.587	947.115	1042.466	1021.263	1034.57	952.308	1066.364	970.562	935.59	991.907	993.903	998.756	941.842	1032.057	1102.302	1007.636	1032.625	1013.216	975.645	981.785	868.969	968.31	1027.207	966.035
Agap1	7909.832312	9082.953333	9082.42944	8602.605498	8220.812126	7993.060634	8017.988097	8280.132361	8170.677861	8005.00561	8988.985987	8541.147126	8536.272073	8774.945198	8939.520405	8617.262135	8940.614599	8506.098182	8574.416677	9270.902104	8455.504846	8397.0864	8471.375691	8370.726386	8489.739836	8948.586024	8252.206317	8288.587473
Agap2	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625	6000.678625
Agap3	3842.816	3600.786	3813.396	3722.569	3839.061	3594.256	3926.853	3841.987	3708.192	3752.428	3738.38	3778.674	3626.894	3801.871	3689.805	3782.386	3594.896	3839.996	3689.45	3738.011	3806.955	3782.635	3772.632	3696.451	3676.901	3798.905	3826.922	3521.498
Agbl1	2783.346097	2662.116	3549.601	2783.346097	2608.95	2611.347	2783.346097	2525.918	2535.787	2574.088	2783.346097	2628.506	2658.743	2783.346097	2617.906	3560.325	2650.131	3505.159	2527.666	2783.346097	3079.608625	2612.479	2631.73	2783.346097	3508.966	2783.346097	2596.995	2538.886
Agbl2	3763.665	2571.034318	3771.604	3740.633	3365.736933	2702.341994	3121.481335	2549.531127	3929.041371	2419.358379	3832.956	3940.93147	2760.501135	3636.940392	1922.686554	3749.579	2827.438703	3755.943249	3013.43135	2999.365188	2866.262589	3050.598531	2839.847284	3029.296807	3779.564	3037.582388	2866.533691	3303.12623
Agbl3	1700.601599	1674.720713	2315.959096	1472.568542	1842.304847	1979.84297	1663.047402	1934.774885	1584.278376	1836.503978	1736.202832	1864.728281	1686.112803	1501.428576	1842.07519	1311.506569	2059.752858	1191.855469	1949.657015	1726.100668	1640.207417	1894.677226	1731.620572	2008.356437	1325.900542	1299.325307	2398.750496	1630.642939
Agbl4	3713.066	1181.812457	1440.025787	1747.767322	1293.756	1181.812457	1275.487306	1181.812457	1233.435	1658.35341	1181.812457	1302.271	1297.29	1857.648722	1281.693	1560.828484	1305.469	1286.664	1222.723	1308.350987	1343.907996	1333.833	1305.819	1301.380095	1181.812457	1181.812457	1252.491	1181.812457
Agbl5	3371.804	3240.066	3340.722	3227.815	3344.67	3275.582	3377.977	3306.777	3302.681	3284.287	3384.369	3348.801	3263.604	3304.786	3277.091	3360.158	3194.853	3353.555	3361.735	3358.315	3360.678	3393.966	3357.363	3393.188	3295.316	3306.73	3352.014	3224.417
Ager	1996.84059	1768.675692	1913.392231	1654.610711	1684.985078	1644.748326	1916.044377	1723.072973	1768.747747	1966.29327	1647.229	1669.233	1656.557292	1896.716252	1755.987083	1858.645734	1726.913551	2194.131	1759.003	1932.226	1755.024647	1900.403672	1627.149593	2038.182	1578.120172	2066.422	1658.972	1810.563955
Agfg1	3001.992214	3575.307002	3384.300509	4124.079212	2762.871598	2869.608166	2566.201144	2747.231246	2852.618184	3028.339987	2792.922759	2889.301274	3191.740325	3047.975403	3364.255663	3613.738864	3911.338225	2689.674343	3125.549676	3046.637718	2801.899183	3281.49323	2685.316531	3332.578682	3134.366326	2903.472817	2971.685997	3061.733468
Agfg2	2082.503663	2035.670292	2622.589833	2211.60695	2107.444808	2343.808242	2222.292565	2433.934163	2154.908373	1958.080596	2546.539546	2320.186363	2704.938888	2671.580988	2250.165666	2696.214907	2379.077374	2670.11071	2963.138876	2648.533331	2365.73236	2783.521055	3006.542631	2137.92515	2663.10418	2308.841882	2889.43599	2451.622717
Aggf1	3329.491776	3248.322408	3199.704031	3238.633268	3414.523394	3210.296919	3455.229992	3264.07855	3372.51158	3305.079111	3369.633404	3438.84109	3356.426948	3295.508087	3239.441085	3230.834264	3087.658315	3301.52108	3462.192403	3487.34484	3430.839678	3389.423068	3427.422883	3492.261962	3412.04251	3353.44965	3331.394489	3213.01251
Agk	2390.722	2349.551	2381.209	2366.203	2373.901	2322.319	2364.538	2276.353	2301.023	2338.836	2385.383	2374.315	2352.73	2361.818	2343.474	2377.311	2333.653	2324.871	2293.64	2368.576	2385.36	2404.661	2373.205	2359.597	2383.44	2335.568	2379.416	2279.691
Agl	5437.100542	5075.193887	4955.229281	4461.852243	5335.305054	5115.133381	4785.844051	5330.738611	5404.418825	5255.797138	5373.176572	5245.278463	5053.64773	5146.188994	5036.095431	5330.541217	4977.911755	5489.295086	5506.006559	5453.362448	5359.547411	5127.131602	5252.46311	5442.764593	5436.857952	5291.996966	5284.023748	5125.133759
Agmat	1283.642	1224.003	1263.134	1230.202	1239.432	1154.545	1260.12	1201.531208	1205.568	1207.966	1217.572	1229.702	1191.048	1232.254	1224.868	1264.287	1201.531208	1209.439	1204.987	1223.323	1238.843	1254.869	1201.531208	1213.54	1199.83	1221.62	1233.398	1151.481
Agmo	1789.03637	1836.794795	1819.50657	1869.057286	1714.723058	1810.724811	1639.437872	1560.779561	1735.235146	1868.335696	1602.458043	1677.979837	1779.323555	1724.176671	1767.958601	1835.0776	1837.24577	1592.882411	1727.70466	1731.900369	1711.524193	1719.069603	1692.380207	1732.323031	1757.510169	1726.435217	1630.072287	1735.170401
Ago1	6115.653822	6154.239221	5595.637236	5981.226342	6015.30399	4599.135603	4664.705302	5436.196684	6943.638597	6564.944176	5424.365954	6361.100633	5252.277408	6047.498031	6226.186279	6261.810284	4880.395409	5735.692113	7155.164107	6520.585522	5784.523854	5785.013656	5939.469426	6081.432177	5883.269601	7036.300903	5841.6641	5175.928354
Ago2	14141.53	13904.822	13931.779	13753.572	13932.741	13954.602	14039.581	14238.656	13923.118	13991.475	14010.435	13989.812	13933.248	13904.344	13918.6	14032.047	13801.562	14148.777	14073.47	14202.052	14022.025	14307.917	14024.458	14189.016	13829.902	14020.286	14122.78	13826.191
Ago3	10255.71788	7925.301803	7949.267873	10067.85796	6158.577728	10014.5558	11827.07275	7916.45786	12236.87706	10239.20236	8246.892441	10807.98275	11090.49167	10035.25094	6985.22063	10631.8207	7874.508216	13684.62083	10380.44162	10467.21412	9149.976656	10699.32654	9758.538317	10215.78776	11876.97755	10438.53953	9968.59404	9737.386131
Ago4	3406.675014	3559.117925	4256.950748	2963.071427	4082.29647	5031.820216	4344.983583	5637.498549	5983.543874	5105.728909	5821.051106	6272.487392	4936.757379	3360.299119	6023.754497	5344.906083	4510.450208	5493.186995	5953.474022	4730.524881	5756.335201	4839.886375	5374.72367	5721.424195	4994.318164	5798.382382	5851.539558	5102.106636
Agpat1	1799.985718	1808.461404	1765.80837	2017.398505	1775.900513	1540.870763	2000.199302	1637.138628	1715.68057	1869.504706	1793.63378	1946.561172	1582.366544	1799.555902	1678.245543	1834.774847	1761.52343	1858.171853	1962.427853	1784.031463	1858.124449	1832.537415	1746.896667	1703.529493	1789.852265	1774.703675	1862.935839	1674.347455
Agpat2	1315.876789	1037.816013	1236.412093	1019.502658	1408.668709	1202.519614	1276.087503	1345.660312	1335.961359	1256.592203	1362.275893	1232.222352	1246.170414	1217.959019	1337.319145	1185.558392	1177.567	1274.970593	1388.129788	1320.114467	1327.240684	1277.547981	1239.593957	1241.446657	1045.64829	1270.712004	1302.175722	1230.656761
Agpat3	2186.399159	2488.353727	2120.976712	2378.259208	2943.964905	1960.614826	2085.480052	3044.099999	2765.290272	2398.53025	1829.848672	2512.47947	2099.180937	2215.189733	2293.857579	2351.182083	2430.577656	2603.181026	2455.03752	2519.244406	2404.01213	2416.902677	2377.153413	2609.103723	2123.844031	2347.547626	2872.079378	2473.823632
Agpat4	1703.488327	1245.57977	1693.545483	1707.197582	1856.912	1757.698779	1507.269888	1473.285773	1570.824294	1578.106766	1418.445923	1857.902	1701.142532	1790.247043	1804.274	1549.365409	1507.562797	1637.215008	1700.382143	1829.539	1855.066	1718.579607	1718.637241	1802.724661	1750.236804	1814.343	1837.214	1639.230865
Agpat5	2349.543311	2491.961822	2339.107185	2603.158624	2409.965728	2244.992231	2212.164625	2430.878636	2241.242168	2412.19948	2209.946502	2261.697629	2247.249607	2270.274501	2483.247778	2235.671974	2345.357269	2679.680214	2310.744117	2451.0842	2222.682173	2502.654546	2256.315607	2612.473418	2167.782372	2418.902359	2452.407587	2336.421627
Agpat6	5732.93	5633.658	5686.745	5596.873	5676.848	5599.139	5746.559	5727.503	5631.098	5674.572	5720.404	5677.863	5693.602	5654.805	5670.948	5704.047	5602.893	5701.001	5710.333	5778.327	5729.419	5846.952	5700.054	5760.823	5575.512	5714.964	5713.077	5609.419
Agpat9	2349.849876	2566.889	2551.395	2534.513	2522.402682	2515.517	2360.18792	2541.071	2609.177841	2376.820041	2266.275711	2332.49552	2458.176732	2567.278	2114.598064	2624.650274	2399.326742	2615.561	2597.964	2440.793803	2554.664662	2637.257603	2509.04897	2580.582154	2489.776247	1953.285669	2436.89948	2341.976635
Agps	2617.719274	2901.827898	2790.741791	2958.329283	2371.03119	2833.266655	2200.143547	3114.022465	3095.804839	2460.717426	3301.073771	2859.744305	2648.114039	2922.874636	3371.671266	2487.422159	2839.893046	4149.254536	2782.595192	2721.963094	2775.950697	3701.278586	2423.661482	3086.62937	2540.229548	2768.664555	3355.098819	3065.966934
Agr2	669.501	640.364	668.293	669.0326477	669.0326477	669.0326477	669.0326477	705.796	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	669.0326477	687.555	669.0326477	702.54	669.0326477	668.23	669.0326477	665.353	669.0326477	669.0326477
Agr3	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075	445.075
Agrn	6605.567697	5413.913378	5534.129478	5257.008825	5840.86396	4955.908704	6297.393411	5289.32956	5172.689894	5626.969709	5515.585651	6083.854358	4758.2627	6067.912326	5488.493851	5362.234221	4810.259095	5547.187385	5963.689503	5008.724596	5514.958468	5870.595132	6373.609861	5995.169594	6049.043109	6119.147418	5585.683299	4923.086279
Agrp	492.412	469.901	525.4769132	480.603	536.894	511.133	542.639	534.882	529.49	637.919	525.4769132	525.4769132	518.083	525.4769132	525.4769132	519.104	525.4769132	517.089	525.4769132	525.4769132	525.4769132	664.251	525.4769132	525.4769132	525.4769132	525.4769132	525.4769132	525.4769132
Agt	2069.239	1989.753	2052.762	2019.789	2015.612	1945.123	2055.115	1961.773	1966.906	1983.479	1990.213	2017.598	2016.314	2006.515	1989.919	2043.517	1985.442	1980.868	1961.161	2013.536	2026.337	2066.635	2017.309	2012.938	2015.189	2014.621	2016.301	1943.751
Agtpbp1	2190.529543	2281.03213	2010.157644	2609.248229	2384.986881	2362.641396	3209.915152	2285.755463	2376.980763	2291.568762	2484.668927	2114.987048	2309.433157	2292.033206	2171.777325	2221.282449	1979.013493	2355.914951	2645.575433	2067.065487	2270.891124	2556.559418	2078.929272	2012.358364	2128.714683	2494.631096	2376.07074	2049.69276
Agtr1a	1864.184243	1662.798679	1887.266	1704.183637	1739.267469	1861.115965	1742.892676	1872.637	1729.607104	1855.540576	1868.629209	1838.003271	1813.471657	1753.94157	1790.500192	1907.578	1836.616697	1867.505765	1757.364239	1858.055611	1831.989199	1925.110494	1870.356867	1874.491644	1874.793139	1840.391722	1925.462406	1806.090839
Agtr1b	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1309.463	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1313.557	1324.054	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004	1315.677004
Agtr2	2373.799925	2438.613	2373.799925	2355.425	2252.186	2373.799925	2373.799925	2349.279	2338.101	2400.45	2373.799925	2373.799925	2373.799925	2373.799925	2373.799925	2373.799925	2400.293	2373.799925	2373.799925	2435.822	2373.799925	2373.799925	2310.264	2373.799925	2373.799925	2373.799925	2360.283	2373.799925
Agtrap	4497.884	4336.804173	4424.399	4304.014	4455.677	4109.359742	4367.669042	4366.871	4335.2455	4394.921	4404.30074	4450.241	4223.48232	4421.399	4403.26	4397.056568	4296.555	4276.225976	4427.66	4452.624	4423.969	4095.805471	4251.988179	4467.385	4367.047	4102.683554	4411.101	4273.605
Agxt	1685.798	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1583.844	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1611.973216	1627.696	1611.973216
Agxt2	1864.252676	2039.345	1864.252676	1717.763	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1710.781	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	1864.252676	2015.444
Ahctf1	5382.043989	6112.263375	5860.737405	6344.378253	6283.111692	4993.319767	4468.044817	5870.966468	5474.780069	6212.414252	4688.178627	6995.462995	6620.82783	5985.843756	5222.373598	4885.185156	6243.83351	5877.807813	5970.198773	5155.77205	5428.895648	4929.110789	6224.302758	5367.473199	5297.20891	5138.031562	6036.128076	4469.204711
Ahcy	2459.46567	2437.177	2244.995028	2311.265875	2345.180744	2396.99	2396.457	2330.480755	2257.86694	2356.278417	2409.484	1376.651992	2390.340068	2423.21	2411.703	2476.118	2360.582653	2352.866	2350.907	2353.771306	2407.752	2389.055127	2249.628138	2251.335288	2489.622	2391.003	2415.594	2079.189073
Ahcyl1	2782.020263	2067.011321	2663.806862	2266.029245	2751.44648	2255.053395	2514.951846	2642.11795	2776.038206	2730.893355	2749.211551	2715.523134	2735.614744	2632.654024	2761.912371	2527.454341	2482.670346	2857.482615	2535.511332	2687.589102	2862.460502	2423.501376	3095.532683	2225.595057	2747.393734	2731.079819	2594.271214	2632.700574
Ahcyl2	2819.40935	2788.380809	2488.589179	2830.571267	2182.28633	3010.924377	3672.078757	2987.062377	2496.874017	2842.374854	2149.837672	2200.100142	2379.831835	2553.758129	2659.021441	2510.457663	2614.706765	2757.350419	2643.325725	2195.251243	2904.301367	2843.582293	2263.5471	3254.310711	4069.316125	3101.56424	3195.868806	2687.332214
Ahdc1	4433.2813	4088.569018	5236.9897	4286.899518	4556.529123	3858.821031	4247.387459	4670.052595	4541.37926	4451.190235	4105.386271	4454.968255	4592.470199	4530.806763	4316.899658	4577.781139	4599.104209	4460.215873	4958.442698	4428.592387	4373.261673	3817.271583	4191.354248	3630.276395	3913.764342	4201.832609	4507.788721	3724.157291
Ahi1	5320.098	5258.305	5325.149	5268.308	5346.491	5334.924	5335.538	5388.473	5279.314	5321.436	5426.586	5402.917	5384.783	5289.02	5276.06	5297.889	5239.717	5413.584	5374.005	5392.779	5371.219	5431.319	5405.826	5450.364	5318.071	5367.376	5423.033	5310.21
Ahnak	23187.42659	23126.08314	23560.81535	22953.173	24230.73223	23349.95882	23585.25775	23529.9209	23492.16049	23769.71723	24317.32652	24160.227	23526.67949	23629.41516	23364.98012	23069.98381	23019.12608	24115.051	23706.99953	23757.31712	23799.447	24000.23782	24156.21536	24207.874	23530.885	23739.30668	24046.47426	22913.60541
Ahr	3539.289359	3564.522328	4253.734118	3956.000972	3720.113272	4246.301544	4150.413534	4299.639493	4283.03798	3791.979151	4119.967301	4283.134675	3907.974523	3665.678177	3988.94682	4401.556011	3841.487309	4332.942891	4156.400541	4243.137929	4085.133367	3672.838503	4651.589	3939.113724	2794.809642	4312.17661	4077.787318	4363.576029
Ahrr	4964.094268	4907.990554	4887.295969	4870.789384	4900.896028	4877.257463	1813.666536	4975.12581	4850.239203	4896.628969	4348.691223	4945.963035	4927.640066	4881.360205	1889.068837	4920.268	4911.870052	4239.605097	4923.932205	4981.085882	4914.951287	5025.944012	4960.330517	4981.070238	4831.857713	4918.630072	4442.924925	4834.973092
Ahsa1	1383.436	1292.878	1360.079	1214.435	1440.331	1316.004	1439.397	1451.697	1428.748	1319.945	1476.806	1343.046	1311.651	1381.188	1388.583	1400.645	1337.97	1413.615	1504.764	1386.176	1418.336	1397.204	1348.107	1358.896	1212.932	1341.516	1422.657	1321.287
Ahsa2	1051.198831	1003.635633	1322.315935	821.4078482	1128.993512	1098.616471	998.4286865	1451.962971	1052.197164	1166.64385	1186.115102	1240.579581	892.2474736	1134.347766	937.0360302	1333.812205	1120.258415	899.903665	1292.49063	907.5001387	1144.634006	1035.548225	1363.024881	1316.062387	1205.185577	1561.919571	1478.687922	1233.005965
Ahsg	1547.491835	1531.685	1571.124	1562.489	1542.722	1551.427	1572.427	1547.491835	1547.491835	1510.959	1547.491835	1550.157	1572.022	1542.108	1524.073	1579.289	1548.307	1542.503	1535.855	1576.605	1564.331	1647.87	1559.991	1582.576	1574.39	1540.167	1581.744	1540.768
AI115009	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1899.659	1896.565862	1896.565862	1896.565862	1910.452	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862	1896.565862
AI118078	3046.508119	2726.520032	2626.939	2543.543	2685.525193	2514.99857	3283.539789	2712.024744	2595.563817	2077.824737	3295.834888	2307.123803	3057.041487	3545.282592	2784.880967	2711.53581	2535.265	2714.937421	3105.651888	2921.968248	2646.693374	2428.426993	3021.812672	2658.486604	2622.614746	2889.822444	2724.495681	2638.842655
AI182371	587.7821625	1464.264606	1213.528266	790.0462909	790.0462909	1419.235	323.3538098	790.0462909	441.86	541.5910034	790.0462909	1472.282	1464.589	1249.608953	1434.611	423.633	298.8840852	441.531	1413.981	790.0462909	1447.309	1474.045	582.4916577	790.0462909	1436.649	1434.913	623.1484098	790.0462909
AI314180	2952.569427	2846.61337	2865.763482	2703.422126	3019.148356	3120.754679	3318.015645	3160.793001	3742.098665	3196.50024	3449.281238	3480.502502	3037.319681	3050.486447	3064.492381	2944.67363	3083.655769	3457.802372	3388.565801	3113.947783	3192.179487	3228.141192	3487.242787	3208.309375	3459.159347	2867.731067	3318.883862	3178.563463
AI317395	2348.463	2323.626	2346.963	2324.478	2345.785	2286.911	2330.05	2274.248	2296.704	2322.839	2358.36	2352.647	2333.503	2317.412	2305.588	2350.991	2305.422	2234.521347	2297.801	2360.844	2366.784	2416.442	2352.951	2376.49	2358.802	2340.134	2380.017	2292.648
AI413582	776.129	704.821	738.2958535	655.732	799.188	728.228	738.2958535	811.24	749.9282238	719.064	817.136	761.6026988	656.2458139	686.6701733	751.803	783.13	718.386	785.333	738.2958535	747.4659474	784.244	749.4353507	743.678	753.298	676.5602045	733.802	793.389	718.185
AI427809	828.1654558	1720.041	1686.189	1727.569	1669.145	1698.101	1633.655	1503.963531	1636.125	1159.091477	1699.102	609.2724334	1713.674	563.1582978	1120.375507	1559.588105	1551.594948	1399.654205	1338.166854	1593.564336	1682.448	500.3364823	1707.197	566.0199124	1718.358	439.053	782.6926418	734.9883686
AI429214	1618.395	1611.431	1616.854	1642.255	1576.836	1599.793	1573.819	1534.932	1539.353	1580.183	1610.338	1634.02	1619.041	1577.513	1578.995	1579.115	1624.334	1568.18	1523.215	1569.122	1590.623	1582.757	1616.498	1581.505	1652.977	1589.572	1598.411	1564.131
AI464131	4355.19861	4234.981297	4514.758	4450.977	4077.478092	4366.63963	4497.640692	4578.615	4483.523	4498.412	4526.417	4544.312	4151.703783	4312.178254	4407.737	4523.054	4184.162277	4623.822	4498.523	4544.745	4326.235292	4619.668	4576.705	4567.93	4537.791	4558.961	4483.240702	4236.598794
AI467606	1931.852	1883.57	1915.717	1913.456	1891.484	1832.164	1882.806	1820.23	1820.573	1855.414	1881.455	1877.249	1873.566	1884.871	1877.48	1893.059	1884.459	1839.602	1801.671	1849.51	1875.936	1886.443	1867.266	1855.289	1883.573	1868.779	1873.315	1795.477
