Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
D130040H23Rik	0	0	0	19.53	21.531	28.263	0	18.769	0	28.289	9.281	0	0	0	0	9.309	0	0	0	0	0	19.081	17.622	0	13.578	0	0	32.24
D130043K22Rik	0	1	0	0	8	1	10	0	1	1	1	0	1	0	2	0	4	0	0	1	0	3	0	2	0	0	5	1
D130052B06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D130058E05Rik	33.714	14.662	1	4	6	0	7	0	1	8	0	0	1	11.824	10	16.451	18.998	0	4.049	6	0	0	0	0	0	0	2	0
D13Ertd608e	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
D15Ertd621e	1653.802	1331.258	925.216	968.486	512.625	632.538	474.63	401.973	775.542	948.971	529.159	464.707	741.43	999.495	1126.757	1073.548	1294.825	477.414	543.947	726.619	719.696	480.155	441.955	457.893	403.121	599.228	520.335	567.125
D16Ertd472e	22.588	38.442	20.356	16.134	46.313	38.892	38.004	29.197	27.101	45.079	62.833	36.963	57.758	34.261	74.087	21.938	37.961	18.921	51.653	24.596	49.144	1.945	8.289	0	9.594	10.386	35.033	0
D17H6S53E	282	181	227	172	211	217	167	182	289.869	278.508	258	196	216	239	254	204	137	226	141	218.079	350	171	151	185	140	188	221	207.925
D17Wsu104e	397	258	194	155	178	230	94	128	229	312	162	169.001	326	293	271	210	246	171	165	180	226	154	120	168	146	203	198	189.765
D17Wsu92e	2450.722	1984.161	2686.11	1969.264	2785.461	2621.825	2394.917	2547.314	4152.164	3675.978	2865.316	2494.065	2616.353	2992.148	2776.007	3142.029	2158.762	3125.513	2521.774	3020.212	4743.81	2269.96	2711.287	2756.849	2113.723	2867.371	3276.388	2852.372
D19Bwg1357e	331.796	134.362	143.586	169.673	195.927	104.641	107.328	94.116	132.352	139.222	124.75	115.665	101.751	205.367	194.976	111.596	138.629	137.936	110.314	204.276	133.584	168.463	93.637	88.701	128.269	125.833	114.53	161.574
D1Ertd622e	1753.032	616.049	297.052	307.039	229.975	303.843	237.114	156.005	328.013	468.015	250.235	146.14	244.103	495.026	589.089	374.227	413.026	182.022	213.027	349.173	230.12	179.001	157.172	144.064	196.12	191.176	183.031	160.021
D1Pas1	0	0	0	1	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D230022J07Rik	0	1	0	0	17	6	1	9	3	8	16	10	8	7	7	9	5	14	11	3	19	18	10	8	8	22	9	5
D230025D16Rik	428.955	383.96	568.594	479.822	319.382	429.785	287.937	276.203	377.885	442.777	311.186	298.822	345.414	402.806	403.163	707.177	573.729	346.418	300.623	379.481	456.789	363.952	305.247	393.781	349.981	348.374	334.753	395.326
D2hgdh	436.747	564.096	642.526	490.372	628.238	679.349	344.336	864.471	1253.316	904.708	651.046	675.468	900.144	701.297	685.536	482.502	483.782	984.857	750.678	861.221	1146.378	648.051	733.859	937.1	853.338	787.521	1024.34	1214.03
D2Wsu81e	217.679	98.797	134.904	90.661	98.159	95.414	92.646	59.801	96.779	101.22	115.436	75.072	114.392	142.021	117.006	108.454	82.089	74.951	52.632	85.499	132.238	61.249	69.354	74.002	96.928	58.887	82.706	95.705
D330023K18Rik	15.794	12.798	35.894	10.676	14.087	21.108	10.678	16.348	18.7	14.586	8.565	23.099	18.32	46.961	28.388	7.271	31.521	11.513	13.623	21.648	32.266	10.505	20.947	21.785	38.386	29.098	22.52	21.188
D330041H03Rik	41.474	63.582	40.82	30.25	50.245	61.169	12.801	34.786	59.162	65.316	29.721	67.431	43.485	40.867	75.648	33.893	47.079	66.469	30.271	80.268	54.795	47.223	28.995	20.628	43.867	46.651	81.151	68.924
D330045A20Rik	21	10	10	2	14	8	1	2	6	11	3	2	4	7	1	5	2	0	5	4	4	2	11	1	7	3	0	8
D330050G23Rik	18	0	0	0	5	3	1	2	2	3	1	4	0	3.669	0	0	1	4	2	1.293	12	2	0	0	3	2	0	1
D3Ertd254e	0	0	0	0	0	0	176.43	0	0	173.425	0	0	0	0	385.501	0	0	0	238.725	0	0	0	0	295.645	0	0	0	0
D3Ertd751e	203.776	244.353	364.976	271.525	458.773	459.237	198.852	616.94	900.961	645.137	546.996	536.59	588.29	516.497	436.208	357.946	251.992	660.963	423.953	585.88	713.871	541.962	529.95	656.627	646.856	558.8	753.995	690.551
D430001F17Rik	6.001	1.147	2.412	3	5	7.516	11.971	3	3.342	3	0	11.085	0	2.326	4	2.148	7	7	1	17	6	9	5.721	4.578	9	4	4	11
D430018E03Rik	42	40	28	20	24	39	50	29	42	25	27	45	27	52	62	24	21	31	33	27	31	29	29	36	20	23	34	17
D430019H16Rik	4	34	8	16	37	11	4.003	10	36	26	11	13	31	21	39.026	17	13	7	11	19	43	13	23	10	3.002	19	4	10
D430036J16Rik	0	0	3	1	0	0	0	0	1.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D430040D24Rik	58.755	60.798	56.937	81.526	52	50.126	30	41.023	27.361	36.963	58.465	58.385	29.832	39.616	50.235	84.583	68.437	38.304	55.283	37	89.078	55	31.539	29.74	46.589	43.269	42.689	38.897
D430041D05Rik	0	0	1	8.667	2.977	13	1	3	6	14.59	17	3	10	11	0	31	12	1	7	11	7	11	15.178	0	7	1	13.969	3
D430042O09Rik	480.999	517.466	389.337	411	350.999	431.001	303.265	316	537	471	375	300	465.999	502	498.999	431.999	477	355	298	443	403.413	308.001	264	349	297	386	379	427.479
D530049I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
D5Ertd577e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd579e	2615.16	2323.418	3892.238	2834.589	3138.049	3040.465	3037.641	3012.398	4904.703	4287.429	3239.027	3138.193	3441.54	3322.502	3204.967	3126.13	2442.425	3704.1	3061.804	3782.62	4663.784	2739.064	3216.556	3402.354	3070.023	3249.617	3456.576	3767.508
D630002J18Rik	12.638	14.455	6.367	3.376	2.506	6.785	7.674	7.009	22.796	35.655	16.556	14.951	12.873	18.742	2.089	11.55	3.148	6.64	7.052	16.214	13.46	18.565	13.481	0	12.686	14.852	5.773	13.578
D630003M21Rik	84	371	185	139	169	160	35	144	256	319	228	151	205	180	262	115	136	198	153	205	255	145	112	104	191	202	249	140
D630008O14Rik	12.692	24.924	5.218	10.093	12.554	22.009	18.482	0	21.355	22.707	10.975	4.439	17.007	11.802	33.483	1.184	13.206	1.204	6.097	12.589	31.01	16.854	8.481	9.83	7.766	14.633	5.788	25.708
D630011A20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
D630014O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	1	2	5	0	0	0	0	0	0	3	0	0	3	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
D630024D03Rik	10	4	18.897	0	5	4	3.814	5	4	0	6	3	5	12.555	16	8.525	0	7	0	0	4.663	2	3	0	7	6	3	3
D630029K05Rik	9	2	0	6	6	4	0	6	8	2	4	0	2	7	12	3	0	0	0	0	0	0	0	3	1	0	0	6
D630033O11Rik	0	0	0	0	0	0	0	0	3.759	0	0	2	0	0	0	0	0	0	0	0	0	1.817	0	0	0	0	0	0
D630036H23Rik	0	0	0	2	8.469	0	1	9.312	0	4.134	4.711	0	0	1.391	4.043	0	0	7.2	5	0	7.911	6.368	1.051	0	2.467	2.093	6.592	0
D630039A03Rik	11	8	7	1	5	11	7	9	24	3	8	17	7	9	12	16	4	10	7	3	10	8	10	9	4	6	5	6
D630044L22Rik	0	0	0	1.382	1.097	0	0	2.547	3.047	1.339	0	0	0	2.15	0	0	1.584	0	0	0	6.166	4.35	0	0	0	0	3.834	3.073
D630045J12Rik	256.578	431.851	247.882	194	101	171	93.651	126	233.983	275	197	148	236	214.222	262	209	231	111.763	128.822	180	218.369	126	142.008	131.984	139	107	119	127
D6Ertd474e	1	7	2	0	0	3	0	0	0	1	0	0	0	0	0	7	2	1	0	0	0	0	0	5	0	4	0	0
D6Ertd527e	2	1	2	5	0	0	1	0	0	4	0	0	1	0	4	0	3	0	0	3	0	0	0	0	1	5	0	0
D6Wsu163e	217.613	139.224	102.949	103.594	96.596	134.883	95.445	106.081	174.276	143.538	134.694	91.838	178.929	232.917	145.754	82.997	115.087	193.783	90.216	173.497	147.066	96.128	83.2	106.725	126.016	150.593	107.27	156.533
D730001G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
D730003I15Rik	37	35	3	4.077	35	28	5	17	20	30	24	31.379	41	32.258	44	0	2.436	40	7	28	19.068	33	15	16.375	35	26	59	31
D730045A05Rik	10	3	4	5	17	2	17	2	6	15	15	2	15	9	0	2	2	8	3	5	9	6	7	12	4	5	0	5
D730045B01Rik	1	0	0	0	0	4	0	3	0	2	0	0	5	0	1	0	0	3	0	0	0	0	0	6	0	1.486	0	2
D730048I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	42	18	101	33.396	99	73	50.703	103	152	169	111	139.582	86.795	90	24	118	18	41	159	129	283	88	140.496	91	75.342	80.857	120	60
D7Ertd715e	309.899	350.301	1051.963	880.334	153.311	159.55	397.23	210.132	275.885	246.554	154.93	155.058	203.649	204.993	397.634	854.831	875.721	247.185	204.422	244.543	264.788	274.841	157.305	229.328	116.355	169.562	201.548	232.445
D830013O20Rik	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D830025C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D830026I12Rik	7.551	31	0	12.833	24	33	4.448	0	25	13	4.963	14	22.579	25.135	18	0	10.757	18	20	20.255	38	18.677	0	25.2	31.062	24	36	19
D830030K20Rik	0	14.887	20.781	12.947	15.28	2.67	3.972	0	13.182	14.138	24.18	19.839	12.58	4.909	11.6	16.445	0	7.561	11.821	0	5.879	11.44	0	8.893	4.143	5.182	5.033	6.172
D830032E09Rik	39.35	105.744	208.95	134.783	75.188	50.09	188.406	141.236	157.292	232.391	101.39	97.795	157.859	99.085	123.102	144.705	96.189	158.652	121.069	174.013	161.598	111.195	123.049	158.973	72.413	109.064	213.4	234.416
D830039M14Rik	28.453	0	66.553	51.675	41.759	40.232	57.522	57.346	82.219	26.106	107.464	59.052	42.011	77.87	65.469	31.495	34.081	41.357	60.355	68.613	109.35	36.819	67.165	40.374	72.151	37.718	67.258	34.149
D830044D21Rik	4.132	7.086	1.291	2	1.26	4.176	2	1	9	2	5	2.727	10	0	12	0	6	4.09	0	7	0	8	4	2	0	6.955	2	1
D830044I16Rik	16.748	6.011	10	15.201	16	13.765	4.326	3.196	20.036	27.419	9	20.994	12.497	18.316	16.617	2.354	1.029	18.2	8.766	12	26.053	20.777	8.128	4.95	6	16.928	6.551	25.763
D8Ertd738e	306	157	237	283	242	318	243	209	321	294	228	278	327	260	248	248	262	203	157	265	383	195	224	256	257	292	265	321
D8Ertd82e	625.999	465	419	453	590.001	563	218	545	782.001	637	613.001	505	550	556.001	521	412	456	567.999	563.999	745	1160	717	589	535	467	546	594	428
D930007J09Rik	33.563	0	0	0	0	0	11.244	0	0	0	0	0	0	0	0	0	0	0	0	0	28.433	0	0	0	0	0	0	0
D930007P13Rik	3	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D930015E06Rik	766.911	761.856	834.079	618.09	608.888	609.891	432.117	634.744	922.86	874.125	637.006	587.226	646.348	649.201	571.729	1024.826	848.656	589.167	645.148	855.336	806.622	597.11	673.01	676.224	526.514	583.91	614.229	661.913
D930015M05Rik	26.704	20.169	66.663	44.33	22.812	16.487	21.853	17.2	25.662	16.804	14.149	10.001	8.902	22.237	46.767	81.985	79.115	29.172	36.532	20.192	25.17	25.173	17.819	4.048	2	12.049	14.529	36.492
D930016D06Rik	27.521	39.273	120.121	95.041	28.806	31.695	18.17	55.013	232.795	59.122	56.794	15.826	112.739	78.56	32.848	109.161	73.902	76.148	85.772	23.484	87.443	80.609	62.49	94.058	69.587	83.77	48.151	125.874
D930019O06Rik	1.15	1.044	0	0	1	0	0	0	0	0	0	0	0	1.494	0	0	2	0	0	0	0	0	0	1	0	0	0	0
D930020B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
D930028M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D930030I03Rik	17	17	14	9	2	13	7	7	7	12.927	4.562	26.431	3	11	6	17	6	6	8	6	4	5	4.567	3	6	9	18	8
D930032P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930048G16Rik	7.964	21	10.955	12.443	15.187	9.267	17	8.498	12	20.446	18.336	22.091	23.229	33	36.522	10.445	6	31	10.408	31	22.536	9	16	8	2.238	11.64	10.667	19.44
D930048N14Rik	91	51	34	11	49	32	23	21	74	42	32	39	38	85	44	31	14	40	38	47	63	58	48	23	48	38	33	36
Daam1	0	0	0	388.789	369.554	123.056	133.787	0	178.41	640.183	376.451	616.16	0	0	0	508.397	0	466.872	0	0	712.957	0	686.001	261.209	935.558	0	808.336	306.682
Daam2	59.765	116.072	49.635	154.282	79.259	97.084	31.665	41.916	47.95	39.415	118.649	76.595	46.547	110.707	110.376	55.701	62.833	73.617	75.28	120.417	148.676	49.644	34.137	63.008	85.871	51.266	64.74	21.839
Dab1	0	0	0	1	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	4	0	1	0	0	0	1	1	1
Dab2	11499	5464	1544.998	1898	1664	2618	1093	1087.001	2265.001	2633.999	1704.999	1467.001	2596.001	4041.002	4640	2833	5266	1142	1743	2292	1976.001	1365.998	1253.999	1301.999	1308.001	1508	1459.001	1311
Dab2ip	2905.001	2222.971	2825.972	2378	2126.001	1519.999	1715.002	1689	2825.999	2408.001	2005.998	1627.804	1843.001	2566	2588.999	3073	2210.001	2084.999	1902.998	2009.001	3105.001	1653	1568	1415	1480	1692.999	1888.998	1157.961
Dach1	646	489	559	373.001	806	593	248	663	957	614	886	706	675	558	423.001	749.999	412	749	697.001	915.001	1244.999	847.999	745	767	827.001	760	934.001	646
Dach2	1	6	0	5	0	5	1	1	0	0	0	0	11	1	2	2	0	0	6	0	1	3	0	0	0	1	2	1
Dact1	325	770	212	368	213	307	119	170	391	348.703	221.7	216	369	494.585	607.335	336	465	210	246	251.583	309.323	156	153	169	180	218.893	264	183
Dact2	11	43	26	46	31	42	6	14	23	40	26	29	51.988	47	83	31	22	24	4	36.22	42	10	12.5	12	18	22	30	15.426
Dact3	461	948	483	662	556	512	347	259	514	574	477	347	581	997	1070	547	761	235	293	289	463	192	218	173	260	336	274	178
Dad1	1070	763	746	706	601	1090	608	564	927	1043	601	631	1053	768	895	818	770	614	579	816	1010	499	613	636	777	718	642	1060
Daf2	0	7.367	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0	0	0	0	0	0	1.077	0	0	0
Dag1	11210.999	11711	19155	14854.999	11861	11493.001	13177.999	11341	17833.998	15965.999	12775	11922.001	13930.001	15395.999	14344	16259.999	12026	12694	10414	12585.999	19422	8498	11606	11572.999	10653	11352.001	13263	12826.001
Dagla	305	344	207	180	212	154	166	137	291	227	216	156	208	330	389	153	194	147	151	175	253	140	115	153	107	127	133	113
Daglb	765.488	470.647	212.547	365.073	326.378	401.076	164.218	185.612	539.906	445.66	297.356	247.287	418.714	450.964	517.396	433.686	431.426	233.667	287.232	367.338	390.443	252.318	206.907	212.153	253.506	302.845	289.648	379.432
Dak	0	0	45.509	49.9	72.491	76.197	51.567	38.188	93.872	70.328	53.458	44.52	42.255	70.692	0	39.363	82.179	78.732	0	35.371	70.698	43.775	25.943	0	0	0	70.905	97.264
Dalrd3	295.756	260.787	300.8	237.113	190.848	293.109	188.963	208.463	321.523	253.921	211.238	189.799	264.818	348.296	296.467	311.737	279.297	200.804	227.203	319.945	282.786	222.201	205.841	282.057	287.78	231.328	254.436	337.627
Dancr	40.451	38.115	23.114	34.038	9.554	34	43.413	23.91	56	57.917	53.577	26.982	52.592	52.936	32.766	34.223	37	38.801	29	19.622	30.52	54	54.515	28	49	33.762	22.001	52.025
Dand5	0	0	2.318	0	0	0	0	0	0	4.976	17.917	0	0	0	4.984	0	0	0	11.154	0	0	0	0	13.289	0	1.981	0	0
Dao	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap	1149	977	553	781	423.001	615	265	208	474	695	427	321	821	921	1023	786	1015	250	181	388	411	200	217	221	291	334	226	271
Dap3	624.328	495.22	745.796	499.698	706.598	672.404	427.196	775.28	960.353	902.122	641.51	624	860.103	709.288	688.662	700.49	572.161	790.379	646	910.767	1180.053	707.999	749.117	875	662.185	773.368	866.129	1074.21
Dapk1	1214.415	1562.894	1429.763	1544.465	1089.289	1275.985	624.068	864.427	1491.94	1384.684	1160.488	1107.348	1432.516	1479.549	1578.187	1481.043	1796.52	1096.979	988.605	1317.91	1830.245	994.842	1047.199	1263.491	855.382	1159.465	1081.722	1120.817
Dapk2	78.702	124.227	61.191	100.911	85.367	148.626	24	39	59.386	70.628	57	53.872	136.448	97.272	121.249	75.033	54.588	50	47.478	80.862	85.561	40.631	44.88	50.552	58.635	72.203	55.162	79.252
Dapk3	311.897	181.549	190.717	155.012	151.097	177.368	187.543	123.136	297.892	194.244	150.7	153.817	222.241	210.994	236.594	181.821	104.132	144.899	129.611	210.46	197.023	64.222	106.654	135.585	121.654	152.638	172.863	214.435
Dapl1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Dapp1	323.019	348.624	160.625	215.247	132.301	232.287	95.103	170.897	211.836	293.273	158.874	125.094	306.368	259.085	284.2	149.599	174.859	143	118	234.177	231.825	130.995	139.977	166	181.954	160.391	192.857	234.883
Dars	1410.999	935	1025	733	1063	1010	785.001	999	1654	1501	1024	1018	1283	1185	1069	1063	805	1143.999	1005	1365	1734	1072	1093	1092	938	1029	1159.001	1350
Dars2	233	181.001	249.999	205.001	281.001	231	204	246	362	368	219	201	269	252	267	235.999	190	325	273	354.999	452.999	265	257.999	321.001	222	315	357	367
Daw1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Daxx	403.686	313.083	253	245.001	199.999	213.597	241	199	272	273.001	225	161.001	258.999	335	388.001	346	361.659	219	184	255	314	195	235.999	201	194	201	233	232.622
Dazap1	1497	692	877	807.001	723	564.001	577	585	1179.999	1002.001	730	708.002	648	837.999	796.001	960	799	845	634	757.001	1211.001	497	629.001	653	640.999	745.999	798	579
Dazap2	3797.795	3525.371	4702.256	3539.351	2361.894	3432.472	3023.659	2572.433	4037.121	3953.239	2599.08	2402.479	3864.705	4214.276	3878.344	4515.828	4313.291	2820.383	2759.787	3565.28	4040.254	2594.88	2549.965	2812.399	2476.736	2797.182	3168.659	3819.568
Dazl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbf4	243.999	111	58.999	54.999	53.748	57	37	20	89.942	124.938	60.996	63.001	89	85.999	70	123	211.884	34	42	68.999	52	34	43	33.999	53.033	45	26	32
Dbh	21	25	22	32	26	28	10	23	58	22	35	30	69	36	36	9	36	38	26	19	41	15	19	37	37	36	52	49
Dbhos	9.663	10.587	24.771	7.427	23.739	13.376	4.04	9.988	22.869	26.83	20.316	22.777	17.195	6.961	29.602	16.803	24.616	17.247	8.765	20.784	17.076	28.261	19.563	9.936	5.776	18.23	12.897	15.436
Dbi	634.999	413.001	663	551	582.001	852	311	515	1055	762.001	510	461.001	735	492	569	700.999	586	651	508	674	1079.999	518	640	728	615	491	632.001	1047.001
Dbil5	1	0	4	0	0	0	0	0	0	2	7	0	1	0	3	0	13	0	0	6	6	0	2	0	1	0	0	3
Dbn1	1715	1136.999	972.001	1129	500	670.999	419	84.999	509.001	665	413.002	328	669	1128	1032.001	1466	1511.999	172	265.001	387	332	124	144	162	182	247	173	119
Dbndd1	42	37	78	73	34	46	42	32	60	55	35	38	31	52	71	99	75	29	38	66	67	27	15	32	30	46	38	49
Dbndd2	223.001	122.361	142.619	150	155.61	166.001	139	141	226	256	161	150.001	152.766	301.999	246.999	141	99.738	134	141	183	233.619	151	178	173	175.001	183	167.001	147
Dbnl	1070	612	394.999	372.999	566	624.999	351.001	382	711	702	587	486	623	595	644	549	471	385	339	528	671.001	289	333	281	382	445	408	327
Dbp	435.183	712.61	601.375	391.253	331.015	284.081	287.501	1225.695	2345.382	1653.931	187.541	186.684	142.846	730.754	720.827	252.418	147.55	1394.257	1317.28	1380.626	1826.199	952.105	868.471	1085.121	1323.674	1509.202	1591.133	1533.59
Dbpht2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbr1	126	98	145	138	89	103	50	87	164	120	97	78	93	131	118	91	103	71	56	72	118	47	85	81	90	112	104	144
Dbt	569.2	405	710.826	515.405	921	767.405	650.289	1037.648	1419.993	1060.836	799	898	854.193	708.772	576	880.668	440.875	1297.529	932	1254.493	1768.388	1043.499	1239.533	1366.544	1171	1106.572	1291.423	1404.559
Dbx1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf10	624	598	623.999	625	385	383	378.001	326.999	655	612	403	398.999	443.999	623	711	901	654	358	364.001	491	566	340	349.001	350.864	290	367	353	322.999
Dcaf11	1215.511	977.034	2225.033	1397.075	1698.344	1743.89	1605.484	1637.438	2908.035	2245.258	1764.57	1788.121	2056.623	1968.478	1727.707	2138.1	1286.287	2238.269	1789.617	2224.499	3127.01	1820.137	2060.575	2161.945	1736.475	1948.974	2436.996	2653.768
Dcaf12	999	857	730	610	513	557	429	453	868	818	551	456	735	884	921	714	631	579	630	699	909	570	414	581	452	602	535	588
Dcaf12l1	20	27	40	29	72	30	35	94	100	101	67	82	44	30	48	39	26	109	78	90	177	104	85	93	73	68	119	127
Dcaf12l2	0	3	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dcaf13	288.529	232.864	197.266	150.139	183.546	224.103	127.532	108.033	212.319	249.197	136.956	159.939	236.326	187.037	155.887	180.229	164.064	151.415	136.792	202.948	223.646	150.396	148.436	157.453	154.138	154.283	163.048	193.238
Dcaf15	88.696	12.037	50.725	65.617	65.283	0	39.213	71.131	46.227	68.623	5.299	9.228	12.829	86.716	5.938	127.478	51.194	22.175	12.452	26.619	84.595	13.167	0	16.665	53.469	29.462	0	0
Dcaf17	478.003	572.005	382	303	305	364.999	275	220	421.001	429	308	269.999	437	383	477.001	312.001	325	323	247	368	398.999	403.999	216	332	215.001	282.135	297	309
Dcaf4	90.132	60.438	79.934	59.288	116.209	129	27.069	128.237	240.529	153.677	126.197	83.64	169.066	65.68	52.01	83.257	0	133	104.343	155.978	168.164	138.165	124.972	176.566	132.733	134.689	190.61	222.039
Dcaf5	1291.439	1441.014	1963.286	1477.693	1600.535	1584.052	1261.901	1243.109	1848.846	1672.208	1544.159	1303.597	1658.291	1953.098	1815.756	1627.832	1613.059	1345.254	1287.038	1714.23	2193.73	1125.246	1224	1279.187	1173.395	1225.822	1384.643	1312.094
Dcaf6	1238	1414	1834	1371	1504	1452.999	1109.999	1504	2357	1947.001	1406	1456.999	1606	1973	1682	2060.999	1405	1848	1676	2145	2438	1484	1600	1833	1577	1723	1785.001	1967
Dcaf7	2310	1516.999	1558	1328	1334	1405.809	1036	1205	2030	2233	1296	1360	1808.933	1693	1781.996	1628	1539	1529	1351	1753	2044	1161	1302	1361	1193	1446	1522	1692
Dcaf8	3076.001	3347.001	4515	3393	3159	3328.999	2839.001	3027	4749.091	4199	3059.997	3101.001	3594.999	4026.999	3780.001	4566	3586	3654	3246	4044.999	5266	3312	3230	3665.998	3247.999	3344.001	4002.998	3997
Dcakd	470	485	358	310	600.999	716	184	531	807.001	643	607.999	515.001	734.001	480.999	427	394.001	322.001	661	477	630	917	424	587.999	594	607.999	580	604	828
Dcbld1	136.291	109.377	102.996	69.104	124.798	72.99	89.144	101.689	193.481	115.92	78.917	127.57	150.546	95.277	92.922	96.898	78.609	107.88	120.64	127.755	178.732	155.295	89.044	96.416	97.204	70.534	114.527	114.213
Dcbld2	2075.851	2137.043	1792.298	1680.81	776.595	934.867	649.656	646.76	1327.299	1556.83	980.69	732.236	1255.973	1584.493	1828.591	1840.056	1737.4	860.765	731.358	1066.105	1160.08	770.12	697.035	865.476	651.775	871.278	817.307	818.908
Dcc	0	2	0	0	4	0	6	0	3	1	0	0	0	2	0	0	0	0	0	0	4	1	1	0	0	0	0	1
Dcdc2a	0	0	0	0	3	0	0	0	5	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2b	7	7	7	2	7	3	14	15	16	11	7	9	16	12	12	4	5	16	5	4	15	12	5	13	14	16	12	4
Dcdc2c	1.002	2.102	6.447	4	1.063	0	0	0	1.029	0	6.081	2	3.078	4.291	3.11	12.272	0	5.056	1.016	1.039	0	6.41	3.028	0	1.004	1.037	1.005	1.009
Dcdc5	0	0	0	4	0	0	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
Dchs1	1621.983	2123.193	1192.838	1312.485	1184.504	1148.214	626.538	827.948	1559	1605.647	1380.432	953.071	1460.911	2191.702	2084.917	1283.079	1136.409	681.675	960.408	1211.494	1512.284	937.961	714	669.427	796	957.117	940.405	580.62
Dchs2	211.993	494.855	121.867	161.945	132.051	158.249	27	59.656	118.918	218.811	198.018	124.218	282.986	282.768	308.61	227.313	250.694	95.878	79.297	109.312	72	51	51	54.499	61.942	93.773	74.449	44.712
Dck	414	266	80.516	70	142	116	85	67	193	208	129	77	133	203.846	198	101	169.954	69	112	142	126	70	75	73	110	112	90	81
Dclk1	1202.926	887.472	245.915	296.787	214.424	359.809	126.672	91.52	284.221	384.272	189.026	190.864	551.183	526.322	577.394	518.642	554.02	98	172.249	251.413	149.922	102.128	84.613	82.108	140.008	234.424	102.654	138.595
Dclk2	165	214	147	138	89	92.999	47	73	126.999	177.999	85.001	74	113	124.001	166.001	135	170	65	72	114.001	114	104	81.999	46	64	73	115	55
Dclk3	18	85	42	154	32	44	7	2	9	22	22	17	30	76	101	57	88	10	18	23	20	0	6	4	11	8	4	1
Dclre1a	320.999	283.999	238.999	228	238	252.001	187	193	352	349	219.999	198	278.001	277.999	320.001	254	223	342	186	251	328.001	211	224	235	244.999	236	344	266
